DATE,T2M,T2MDEW,PRECTOTCORR,WS10M,PS
2021-11-30,22.23,21.01,11.03,3.56,95.06
2021-12-01,23.42,21.63,4.1,2.46,95.03
2021-12-02,23.74,22.09,1.96,2.33,95.0
2021-12-03,23.58,21.28,2.3,1.4,95.08
2021-12-04,23.54,21.68,6.22,0.97,95.09
2021-12-05,24.04,21.62,8.62,1.39,95.06
2021-12-06,23.23,21.93,0.29,1.54,95.02
2021-12-07,23.48,21.69,0.44,1.93,95.04
2021-12-08,22.43,20.29,0.15,2.79,95.11
2021-12-09,22.92,20.93,2.32,2.84,95.17
2021-12-10,21.73,19.59,0.51,3.68,95.25
2021-12-11,22.15,20.54,1.67,3.45,95.2
2021-12-12,22.26,20.5,0.41,4.23,95.2
2021-12-13,21.87,20.23,0.08,3.4,95.13
2021-12-14,21.98,20.21,1.47,4.17,95.08
2021-12-15,21.82,19.95,0.77,3.56,95.13
2021-12-16,21.47,19.09,0.01,2.99,95.23
2021-12-17,21.22,18.7,0.0,2.57,95.29
2021-12-18,20.48,17.86,0.0,2.79,95.22
2021-12-19,19.39,16.34,0.0,2.97,95.33
2021-12-20,18.82,16.36,0.0,3.01,95.33
2021-12-21,19.85,16.94,0.0,2.23,95.37
2021-12-22,19.38,16.6,0.0,2.35,95.27
2021-12-23,19.31,16.2,0.0,2.29,95.2
2021-12-24,18.92,15.23,0.0,2.4,95.23
2021-12-25,19.41,16.43,0.0,2.49,95.25
2021-12-26,19.55,17.17,0.0,2.69,95.37
2021-12-27,19.83,17.65,0.0,2.91,95.38
2021-12-28,19.88,17.4,0.0,2.95,95.31
2021-12-29,20.0,17.55,0.0,2.83,95.23
2021-12-30,20.83,18.74,1.6,3.1,95.29
2021-12-31,22.31,20.39,4.73,4.42,95.32
2022-01-01,22.52,20.71,11.09,4.44,95.35
2022-01-02,21.82,19.77,1.93,4.27,95.28
2022-01-03,21.09,18.26,0.02,3.46,95.28
2022-01-04,21.31,18.92,0.0,3.08,95.29
2022-01-05,21.26,18.59,0.0,2.2,95.29
2022-01-06,20.95,18.56,0.0,2.71,95.22
2022-01-07,21.74,19.4,0.04,2.6,95.24
2022-01-08,21.77,19.52,0.08,2.87,95.26
2022-01-09,21.75,19.22,0.0,2.56,95.15
2022-01-10,21.33,18.22,0.0,2.3,95.13
2022-01-11,22.03,19.08,0.0,2.3,95.14
2022-01-12,22.74,19.41,0.0,1.33,95.08
2022-01-13,23.22,19.57,0.0,1.26,95.03
2022-01-14,23.36,19.31,0.0,1.34,95.01
2022-01-15,23.48,19.55,0.13,1.3,95.08
2022-01-16,22.75,19.95,3.95,2.96,95.21
2022-01-17,22.52,19.33,1.42,3.32,95.36
2022-01-18,21.77,18.23,0.01,3.27,95.32
2022-01-19,22.02,17.88,0.0,2.65,95.17
2022-01-20,22.32,15.93,0.0,1.45,95.05
2022-01-21,23.11,17.16,0.0,1.1,95.07
2022-01-22,23.51,18.72,0.0,2.05,94.93
2022-01-23,22.47,17.6,0.0,2.29,94.91
2022-01-24,22.17,15.92,0.0,1.6,94.86
2022-01-25,21.89,17.44,0.0,1.1,94.87
2022-01-26,22.8,18.91,0.37,0.91,94.9
2022-01-27,22.69,18.25,3.53,2.81,94.95
2022-01-28,22.47,17.9,0.9,4.22,95.07
2022-01-29,22.91,18.59,0.04,3.7,95.16
2022-01-30,24.04,19.35,0.0,2.25,95.1
2022-01-31,24.26,18.98,0.0,2.17,95.03
2022-02-01,24.16,19.2,0.03,2.32,94.98
2022-02-02,23.08,17.38,0.05,2.4,95.07
2022-02-03,22.72,16.37,0.0,1.63,95.06
2022-02-04,23.59,17.29,0.0,2.27,94.9
2022-02-05,23.98,17.44,0.0,1.09,94.94
2022-02-06,23.91,18.29,0.0,2.55,95.19
2022-02-07,23.64,18.03,0.0,2.3,95.23
2022-02-08,23.49,17.21,0.0,2.27,95.11
2022-02-09,22.68,15.57,0.01,3.05,95.09
2022-02-10,22.36,11.78,0.0,2.86,95.04
2022-02-11,23.18,15.4,0.33,3.54,95.01
2022-02-12,22.67,17.84,1.44,3.14,95.01
2022-02-13,23.38,16.99,0.11,3.09,94.91
2022-02-14,23.66,17.01,0.04,2.97,94.93
2022-02-15,24.0,17.42,0.17,2.3,94.92
2022-02-16,24.14,17.24,0.16,1.75,94.78
2022-02-17,24.44,16.14,0.02,1.98,94.69
2022-02-18,24.15,16.1,0.0,3.02,94.84
2022-02-19,24.25,15.8,0.0,3.47,95.06
2022-02-20,25.36,16.7,0.0,2.03,95.0
2022-02-21,26.59,18.08,0.0,0.9,94.9
2022-02-22,26.58,17.99,0.0,1.98,95.0
2022-02-23,24.75,15.25,0.04,3.59,95.25
2022-02-24,23.91,13.72,0.16,3.2,95.32
2022-02-25,24.42,13.36,0.0,3.2,95.22
2022-02-26,23.85,13.03,0.0,3.1,95.21
2022-02-27,25.43,16.14,0.12,3.42,95.2
2022-02-28,24.42,13.18,0.03,3.37,95.2
2022-03-01,24.69,12.74,0.0,3.26,95.18
2022-03-02,24.15,10.05,0.0,3.56,95.13
2022-03-03,23.97,10.55,0.0,3.76,95.08
2022-03-04,25.43,9.37,0.0,2.94,95.04
2022-03-05,26.37,15.18,0.0,2.71,94.99
2022-03-06,26.78,15.9,0.09,3.16,94.95
2022-03-07,25.24,16.38,0.99,3.21,94.99
2022-03-08,26.06,17.84,1.33,2.66,95.03
2022-03-09,26.89,14.73,0.22,2.68,94.97
2022-03-10,26.37,11.93,0.0,2.86,94.94
2022-03-11,26.37,10.76,0.0,3.35,94.9
2022-03-12,26.21,9.23,0.0,3.35,94.84
2022-03-13,26.1,10.77,0.0,3.92,94.88
2022-03-14,27.03,11.28,0.0,3.11,94.92
2022-03-15,27.86,13.16,0.02,1.97,94.84
2022-03-16,28.68,16.37,0.3,1.62,94.74
2022-03-17,28.86,14.25,0.07,1.96,94.73
2022-03-18,29.0,15.03,0.18,1.84,94.72
2022-03-19,27.99,17.95,0.45,3.06,94.72
2022-03-20,27.27,18.79,1.04,3.49,94.72
2022-03-21,27.5,18.7,3.49,3.04,94.77
2022-03-22,27.73,19.81,2.79,2.19,94.77
2022-03-23,27.53,20.81,17.81,1.47,94.73
2022-03-24,27.03,20.68,5.56,1.41,94.76
2022-03-25,27.07,20.51,3.78,1.36,94.82
2022-03-26,27.54,20.98,2.76,1.26,95.0
2022-03-27,27.86,20.55,1.02,1.14,95.02
2022-03-28,28.35,20.23,0.45,2.11,95.0
2022-03-29,28.27,20.82,0.86,1.65,94.89
2022-03-30,28.45,20.63,1.63,1.72,94.86
2022-03-31,28.63,19.74,0.2,1.68,94.89
2022-04-01,28.03,20.11,0.67,1.98,94.9
2022-04-02,28.04,19.81,1.08,1.66,94.97
2022-04-03,28.16,19.43,0.98,1.8,94.89
2022-04-04,28.32,18.36,0.12,2.58,94.96
2022-04-05,28.23,17.74,0.23,2.33,95.12
2022-04-06,27.63,18.91,3.89,1.55,95.14
2022-04-07,28.89,19.12,0.56,1.6,95.0
2022-04-08,27.79,20.68,9.91,1.01,94.95
2022-04-09,26.76,21.29,9.82,1.16,94.89
2022-04-10,26.76,20.34,1.87,1.94,94.85
2022-04-11,27.54,20.35,3.98,1.56,94.76
2022-04-12,27.33,20.79,8.64,0.99,94.69
2022-04-13,26.53,21.35,12.15,1.78,94.67
2022-04-14,25.02,20.36,16.84,1.47,94.77
2022-04-15,26.89,20.22,1.64,1.97,94.71
2022-04-16,26.6,21.76,3.32,2.8,94.67
2022-04-17,26.83,22.01,7.18,2.49,94.73
2022-04-18,26.39,21.12,2.48,2.54,94.89
2022-04-19,25.93,21.03,1.41,1.76,95.01
2022-04-20,28.01,20.11,0.0,1.38,94.8
2022-04-21,27.45,21.45,0.0,1.63,94.74
2022-04-22,26.85,21.34,1.71,1.73,94.83
2022-04-23,25.95,20.98,21.38,1.82,94.93
2022-04-24,27.63,19.89,0.4,1.92,94.78
2022-04-25,27.72,19.66,0.1,1.19,94.74
2022-04-26,28.35,20.73,0.0,1.48,94.75
2022-04-27,27.95,20.69,0.01,1.59,94.75
2022-04-28,27.95,21.26,0.15,1.49,94.82
2022-04-29,28.52,21.88,1.12,2.06,94.81
2022-04-30,28.2,21.67,0.57,2.56,94.73
2022-05-01,27.26,22.01,3.57,2.81,94.64
2022-05-02,27.51,21.56,2.58,3.23,94.62
2022-05-03,26.68,22.53,5.67,1.62,94.68
2022-05-04,28.12,21.43,3.6,2.05,94.74
2022-05-05,26.48,21.91,2.26,2.59,94.75
2022-05-06,26.51,19.18,0.18,1.83,94.72
2022-05-07,26.91,21.39,3.34,2.65,94.64
2022-05-08,27.5,21.66,4.03,2.25,94.48
2022-05-09,26.36,22.88,4.57,3.75,94.42
2022-05-10,26.02,21.68,3.69,4.69,94.43
2022-05-11,25.85,21.14,2.28,5.64,94.53
2022-05-12,25.0,20.9,4.21,4.98,94.6
2022-05-13,25.1,20.75,4.86,4.43,94.58
2022-05-14,24.21,21.5,13.48,4.22,94.63
2022-05-15,24.25,22.58,12.85,3.4,94.66
2022-05-16,24.55,22.54,7.02,3.8,94.58
2022-05-17,25.34,21.82,12.99,2.52,94.5
2022-05-18,25.01,22.08,10.05,3.76,94.49
2022-05-19,23.92,21.23,6.17,5.27,94.65
2022-05-20,24.35,20.92,4.39,4.66,94.79
2022-05-21,24.54,20.57,3.69,4.47,94.72
2022-05-22,24.91,21.16,0.87,4.69,94.63
2022-05-23,25.88,22.41,3.9,3.98,94.53
2022-05-24,26.59,22.57,3.77,2.88,94.73
2022-05-25,26.27,22.64,8.39,1.97,94.84
2022-05-26,24.6,21.81,5.36,3.27,94.93
2022-05-27,24.33,21.42,3.11,3.2,94.89
2022-05-28,24.5,21.9,2.32,3.52,94.81
2022-05-29,25.0,21.08,5.39,3.37,94.77
2022-05-30,25.26,21.13,3.1,3.52,94.72
2022-05-31,25.12,21.42,4.16,3.59,94.67
2022-06-01,24.68,21.78,5.42,4.0,94.64
2022-06-02,24.52,21.47,1.91,3.08,94.66
2022-06-03,24.71,21.03,0.25,3.43,94.64
2022-06-04,25.74,21.55,0.38,2.01,94.63
2022-06-05,25.32,22.06,6.58,2.78,94.65
2022-06-06,25.79,21.38,4.41,1.95,94.65
2022-06-07,24.95,22.18,1.33,2.77,94.71
2022-06-08,25.06,21.42,0.25,4.03,94.72
2022-06-09,25.31,21.17,0.94,3.89,94.68
2022-06-10,24.57,21.3,3.24,4.13,94.76
2022-06-11,24.74,20.44,2.84,4.09,94.82
2022-06-12,23.47,19.83,6.5,3.55,94.81
2022-06-13,24.34,20.61,5.32,3.33,94.85
2022-06-14,24.43,21.38,5.45,3.79,94.79
2022-06-15,24.34,21.22,4.19,2.92,94.72
2022-06-16,24.18,21.61,11.7,1.71,94.66
2022-06-17,23.08,20.28,15.71,2.35,94.71
2022-06-18,23.24,20.63,5.83,2.36,94.74
2022-06-19,23.79,21.2,5.24,2.76,94.75
2022-06-20,24.17,20.59,1.92,3.22,94.68
2022-06-21,24.28,21.16,2.04,3.52,94.59
2022-06-22,24.03,20.89,1.08,3.33,94.7
2022-06-23,24.08,20.36,1.89,3.25,94.78
2022-06-24,23.8,20.76,4.69,4.34,94.75
2022-06-25,23.8,20.54,4.3,5.49,94.58
2022-06-26,24.48,20.96,1.31,5.16,94.59
2022-06-27,24.79,21.33,2.44,4.43,94.72
2022-06-28,24.25,21.12,4.38,3.86,94.73
2022-06-29,24.28,21.36,2.22,3.97,94.6
2022-06-30,23.77,21.28,22.15,4.64,94.62
2022-07-01,24.25,21.21,4.23,4.56,94.61
2022-07-02,23.64,21.1,1.98,4.41,94.54
2022-07-03,23.54,20.78,3.88,5.37,94.58
2022-07-04,23.52,20.46,4.71,6.52,94.59
2022-07-05,22.85,20.14,8.42,6.54,94.55
2022-07-06,23.22,20.57,7.39,5.33,94.64
2022-07-07,22.81,19.95,10.69,5.39,94.85
2022-07-08,23.34,20.16,8.35,5.75,94.76
2022-07-09,22.63,20.41,6.91,5.69,94.61
2022-07-10,23.28,20.61,9.88,6.35,94.64
2022-07-11,23.17,20.5,6.72,6.21,94.83
2022-07-12,22.84,20.25,9.02,6.13,94.81
2022-07-13,23.1,20.52,9.56,7.0,94.61
2022-07-14,23.48,20.65,8.13,7.31,94.5
2022-07-15,23.79,21.05,9.15,5.86,94.58
2022-07-16,24.1,21.37,9.2,5.1,94.65
2022-07-17,24.22,21.06,9.38,4.9,94.73
2022-07-18,22.82,20.1,12.8,4.29,94.82
2022-07-19,23.81,20.86,3.42,3.0,94.77
2022-07-20,24.24,21.92,5.56,2.33,94.73
2022-07-21,24.24,21.73,12.88,2.94,94.72
2022-07-22,23.44,21.39,5.72,3.28,94.75
2022-07-23,23.28,20.72,1.78,3.84,94.73
2022-07-24,23.39,20.84,5.94,3.4,94.71
2022-07-25,24.46,20.96,2.75,2.66,94.76
2022-07-26,24.33,20.94,4.32,2.33,94.79
2022-07-27,24.2,21.56,12.95,0.87,94.74
2022-07-28,24.74,22.09,7.13,1.24,94.79
2022-07-29,25.45,21.54,19.51,1.64,94.78
2022-07-30,25.43,21.89,22.05,1.82,94.69
2022-07-31,23.93,21.34,11.95,2.53,94.56
2022-08-01,23.68,21.75,25.33,2.71,94.51
2022-08-02,23.24,21.4,12.85,3.37,94.43
2022-08-03,23.63,21.53,5.74,2.82,94.41
2022-08-04,22.83,21.8,30.57,5.64,94.43
2022-08-05,23.08,21.17,5.61,6.64,94.6
2022-08-06,23.08,20.99,8.28,6.41,94.55
2022-08-07,23.16,21.23,9.86,6.71,94.5
2022-08-08,23.18,21.45,10.6,6.54,94.47
2022-08-09,23.29,21.08,6.08,6.72,94.47
2022-08-10,22.91,20.6,2.07,6.3,94.5
2022-08-11,23.29,20.86,3.84,5.82,94.6
2022-08-12,23.07,20.6,1.47,4.68,94.73
2022-08-13,22.85,20.53,0.03,3.08,94.75
2022-08-14,23.48,20.17,0.02,3.72,94.8
2022-08-15,24.32,21.15,0.0,2.46,94.85
2022-08-16,24.89,21.58,0.0,1.65,94.81
2022-08-17,24.71,21.92,0.03,2.44,94.84
2022-08-18,24.23,21.71,5.76,2.52,94.79
2022-08-19,23.9,21.58,5.71,3.19,94.78
2022-08-20,23.42,20.91,0.41,3.04,94.82
2022-08-21,23.49,21.25,3.06,3.69,94.76
2022-08-22,23.82,21.51,8.28,4.66,94.75
2022-08-23,23.3,21.15,3.41,4.37,94.76
2022-08-24,23.07,20.91,4.19,3.72,94.83
2022-08-25,23.29,21.19,9.98,2.14,94.71
2022-08-26,22.82,21.17,25.36,3.34,94.64
2022-08-27,22.08,20.47,10.07,3.88,94.65
2022-08-28,23.05,20.84,8.18,2.61,94.65
2022-08-29,22.83,21.69,9.02,2.82,94.66
2022-08-30,23.57,21.93,37.5,1.33,94.7
2022-08-31,23.66,21.37,32.94,1.38,94.68
2022-09-01,23.52,21.21,8.33,1.04,94.68
2022-09-02,24.18,21.95,1.57,2.07,94.72
2022-09-03,24.65,22.12,1.74,1.98,94.74
2022-09-04,24.29,22.42,12.45,2.19,94.72
2022-09-05,24.48,22.61,20.19,2.25,94.68
2022-09-06,23.11,21.39,12.06,3.03,94.71
2022-09-07,22.73,21.48,14.53,4.22,94.72
2022-09-08,22.81,21.12,3.92,4.23,94.7
2022-09-09,23.01,21.44,8.19,4.26,94.68
2022-09-10,23.17,21.53,7.63,4.63,94.71
2022-09-11,23.1,21.49,7.37,4.88,94.67
2022-09-12,23.16,21.28,2.51,5.07,94.67
2022-09-13,23.26,21.35,3.2,3.9,94.86
2022-09-14,23.55,21.73,3.39,2.94,95.04
2022-09-15,23.48,21.19,0.13,3.02,95.08
2022-09-16,23.58,21.42,0.21,2.67,94.9
2022-09-17,23.62,21.53,0.56,2.63,94.88
2022-09-18,23.79,21.52,1.81,2.82,94.92
2022-09-19,23.43,21.55,0.48,3.36,94.89
2022-09-20,23.29,20.89,0.02,2.95,94.86
2022-09-21,23.55,21.12,0.0,3.2,94.85
2022-09-22,23.25,20.56,0.01,3.5,94.92
2022-09-23,23.25,20.67,0.01,3.08,94.96
2022-09-24,23.28,20.83,0.19,2.61,94.9
2022-09-25,24.21,20.84,3.43,2.24,94.76
2022-09-26,24.4,21.84,2.67,2.34,94.81
2022-09-27,23.71,20.85,0.0,2.25,94.78
2022-09-28,23.78,20.86,0.34,2.95,94.7
2022-09-29,23.1,20.93,0.17,2.6,94.71
2022-09-30,22.95,20.92,1.79,3.42,94.8
2022-10-01,22.1,19.36,1.17,3.53,94.84
2022-10-02,23.0,20.5,14.63,3.18,94.78
2022-10-03,23.49,21.25,5.28,3.3,94.75
2022-10-04,23.64,21.71,1.82,2.73,94.71
2022-10-05,22.91,21.13,2.36,3.37,94.69
2022-10-06,22.79,20.41,0.19,3.23,94.68
2022-10-07,22.93,20.01,0.08,2.77,94.75
2022-10-08,22.84,19.0,0.09,1.98,94.83
2022-10-09,23.62,21.47,10.53,1.6,94.85
2022-10-10,22.93,20.97,19.09,2.47,94.92
2022-10-11,24.06,21.08,6.83,1.35,94.9
2022-10-12,24.3,21.66,4.13,1.3,94.92
2022-10-13,24.18,22.0,5.59,1.34,94.89
2022-10-14,23.7,21.5,6.18,2.4,94.81
2022-10-15,22.95,21.05,6.88,1.23,94.72
2022-10-16,23.81,21.66,11.71,1.72,94.91
2022-10-17,24.05,22.18,4.53,1.79,95.03
2022-10-18,22.87,21.77,9.35,2.04,95.08
2022-10-19,23.34,20.83,5.32,1.59,95.01
2022-10-20,23.57,21.75,17.81,1.58,95.02
2022-10-21,23.8,21.47,9.43,1.59,95.14
2022-10-22,24.23,20.93,0.89,1.58,95.17
2022-10-23,24.15,21.49,1.67,1.44,95.09
2022-10-24,23.66,21.55,1.31,1.73,94.97
2022-10-25,23.85,20.59,0.05,1.45,94.99
2022-10-26,23.36,18.1,0.0,1.3,95.1
2022-10-27,22.8,17.43,0.0,1.68,95.09
2022-10-28,22.84,18.62,0.55,1.97,94.98
2022-10-29,23.43,20.63,1.86,2.17,94.96
2022-10-30,23.61,20.89,3.21,2.37,94.99
2022-10-31,23.57,20.8,0.75,1.81,94.98
2022-11-01,22.35,20.72,5.24,1.58,95.06
2022-11-02,22.43,20.37,4.91,1.64,95.02
2022-11-03,22.6,20.02,11.94,2.36,94.97
2022-11-04,22.8,20.52,8.32,3.24,95.11
2022-11-05,22.4,19.93,3.16,3.03,95.24
2022-11-06,22.63,20.69,5.93,2.52,95.28
2022-11-07,23.23,20.59,0.43,2.5,95.18
2022-11-08,23.58,20.74,0.55,2.63,95.14
2022-11-09,23.57,20.55,0.59,2.49,95.11
2022-11-10,23.77,20.05,2.48,2.09,95.04
2022-11-11,22.43,20.38,26.67,1.54,95.03
2022-11-12,22.04,20.82,30.24,2.54,94.99
2022-11-13,22.29,21.03,5.81,3.89,95.0
2022-11-14,22.15,20.29,5.6,2.5,95.19
2022-11-15,22.45,20.51,0.56,2.25,95.18
2022-11-16,23.13,20.74,0.31,1.4,95.04
2022-11-17,23.28,19.77,0.06,1.21,95.0
2022-11-18,21.32,15.93,0.0,2.01,95.05
2022-11-19,20.33,16.09,0.0,2.32,95.05
2022-11-20,21.38,16.2,0.0,1.4,94.91
2022-11-21,22.64,17.29,0.0,1.08,94.89
2022-11-22,22.1,17.85,0.09,1.31,94.93
2022-11-23,22.31,19.94,0.73,1.98,94.97
2022-11-24,23.29,20.77,0.43,1.16,94.98
2022-11-25,23.26,20.67,0.14,2.57,95.08
2022-11-26,22.63,20.33,0.56,2.15,95.03
2022-11-27,23.49,21.3,7.43,1.49,94.86
2022-11-28,23.53,21.27,4.86,1.07,94.89
2022-11-29,23.2,21.28,5.23,1.78,94.96
2022-11-30,21.89,18.95,0.99,2.37,95.05
2022-12-01,22.07,19.51,0.46,2.62,95.01
2022-12-02,23.38,20.71,0.27,2.62,94.97
2022-12-03,23.15,20.45,1.18,3.06,94.99
2022-12-04,22.96,20.87,7.26,2.95,95.07
2022-12-05,21.64,19.67,0.94,2.98,95.12
2022-12-06,22.85,19.65,0.0,2.31,95.03
2022-12-07,22.11,17.86,0.0,1.51,94.97
2022-12-08,21.45,15.78,1.15,1.53,94.89
2022-12-09,19.97,18.0,10.44,2.18,94.75
2022-12-10,21.41,19.32,10.29,3.92,94.55
2022-12-11,22.3,20.91,9.16,3.6,94.67
2022-12-12,22.81,21.07,10.54,2.64,94.78
2022-12-13,23.02,20.79,18.86,1.63,94.96
2022-12-14,22.44,20.51,8.58,2.76,95.1
2022-12-15,21.85,18.81,0.31,2.81,95.03
2022-12-16,20.93,16.23,0.0,2.44,94.99
2022-12-17,21.29,18.09,0.0,2.89,95.03
2022-12-18,22.07,19.64,0.0,3.16,94.96
2022-12-19,21.4,17.12,0.0,2.98,94.88
2022-12-20,21.6,18.79,0.0,2.32,94.86
2022-12-21,22.32,17.59,0.0,2.4,94.88
2022-12-22,21.54,15.32,0.0,2.23,94.91
2022-12-23,22.19,16.48,0.0,1.75,94.88
2022-12-24,23.3,19.23,0.0,1.86,94.97
2022-12-25,23.19,20.07,8.83,2.84,94.99
2022-12-26,23.01,20.77,5.78,3.92,95.12
2022-12-27,22.77,20.41,1.91,3.82,95.25
2022-12-28,23.03,20.06,0.34,3.17,95.37
2022-12-29,22.49,19.14,0.0,3.11,95.49
2022-12-30,21.61,17.36,0.0,2.92,95.55
2022-12-31,21.55,16.29,0.0,2.21,95.51
2023-01-01,21.14,15.69,0.0,2.31,95.43
2023-01-02,20.62,15.84,0.0,3.17,95.39
2023-01-03,21.18,16.74,0.0,2.99,95.42
2023-01-04,21.42,16.74,0.0,3.04,95.33
2023-01-05,21.21,16.17,0.0,3.27,95.34
2023-01-06,21.47,16.86,0.0,3.56,95.44
2023-01-07,21.66,16.65,0.0,3.62,95.36
2023-01-08,22.23,17.66,0.01,2.91,95.27
2023-01-09,21.93,16.59,0.0,2.91,95.38
2023-01-10,20.16,12.32,0.0,3.3,95.35
2023-01-11,20.63,12.78,0.0,2.66,95.22
2023-01-12,20.63,12.46,0.0,2.71,95.12
2023-01-13,20.95,13.43,0.0,2.27,95.16
2023-01-14,21.07,13.26,0.0,2.2,95.15
2023-01-15,20.88,13.46,0.0,2.36,95.1
2023-01-16,21.04,13.31,0.0,2.64,95.12
2023-01-17,21.03,13.7,0.0,2.58,95.2
2023-01-18,20.89,14.18,0.0,3.16,95.29
2023-01-19,21.08,12.89,0.0,3.14,95.26
2023-01-20,20.72,14.71,0.0,3.41,95.27
2023-01-21,22.03,15.35,0.0,2.8,95.19
2023-01-22,21.85,14.37,0.0,3.02,95.11
2023-01-23,22.79,17.46,1.26,2.69,95.06
2023-01-24,22.93,19.28,4.34,2.24,95.1
2023-01-25,22.91,16.5,0.12,2.62,95.07
2023-01-26,22.03,14.86,0.0,2.75,95.07
2023-01-27,21.62,13.19,0.0,2.88,95.08
2023-01-28,21.49,11.03,0.0,3.04,95.03
2023-01-29,22.02,13.39,0.0,3.1,94.94
2023-01-30,23.68,18.19,0.25,2.15,95.02
2023-01-31,24.63,16.81,0.19,2.51,94.96
2023-02-01,24.41,13.79,0.0,2.8,94.97
2023-02-02,23.29,15.09,1.08,3.44,95.02
2023-02-03,23.89,17.46,2.16,3.11,95.05
2023-02-04,24.08,17.55,3.17,3.56,95.0
2023-02-05,24.15,13.5,0.03,2.9,94.98
2023-02-06,23.7,14.1,0.0,2.61,95.04
2023-02-07,24.02,13.91,0.0,1.9,95.04
2023-02-08,23.72,14.3,0.0,2.76,95.03
2023-02-09,23.69,14.41,0.0,2.65,95.11
2023-02-10,23.6,13.01,0.0,3.39,95.17
2023-02-11,23.25,12.21,0.0,2.85,95.21
2023-02-12,23.51,10.79,0.0,3.11,95.22
2023-02-13,23.36,10.15,0.0,3.61,95.23
2023-02-14,23.4,10.68,0.0,2.75,95.2
2023-02-15,23.94,10.46,0.0,2.76,95.04
2023-02-16,23.64,10.92,0.0,3.62,95.08
2023-02-17,23.43,11.3,0.0,3.3,95.14
2023-02-18,23.66,12.1,0.0,2.84,95.18
2023-02-19,24.37,12.53,0.0,2.64,95.18
2023-02-20,25.39,12.86,0.0,1.82,95.16
2023-02-21,25.38,11.14,0.0,2.66,95.19
2023-02-22,25.15,9.18,0.0,3.37,95.16
2023-02-23,23.74,9.54,0.0,3.47,95.15
2023-02-24,25.18,11.44,0.0,2.58,95.19
2023-02-25,25.37,7.5,0.0,3.47,95.33
2023-02-26,24.58,7.64,0.0,3.77,95.4
2023-02-27,23.91,9.27,0.0,3.84,95.4
2023-02-28,24.59,13.02,0.01,3.65,95.4
2023-03-01,26.59,16.17,0.04,4.63,95.36
2023-03-02,25.98,10.64,0.03,4.36,95.44
2023-03-03,24.68,5.48,0.0,4.3,95.47
2023-03-04,25.57,10.56,0.0,4.21,95.46
2023-03-05,26.35,13.41,1.35,3.71,95.38
2023-03-06,25.39,7.9,0.03,3.47,95.27
2023-03-07,25.46,8.13,0.0,3.44,95.22
2023-03-08,25.51,11.36,0.0,4.0,95.19
2023-03-09,25.95,12.54,0.0,3.81,95.16
2023-03-10,26.14,11.97,0.0,3.53,95.12
2023-03-11,26.8,12.05,0.0,3.33,95.1
2023-03-12,26.82,12.95,0.0,4.01,95.12
2023-03-13,27.01,14.49,0.0,3.79,95.02
2023-03-14,27.25,11.71,0.0,2.63,94.92
2023-03-15,28.75,13.9,0.12,1.45,94.83
2023-03-16,28.21,17.74,0.47,1.15,94.93
2023-03-17,27.97,18.92,7.19,1.13,94.9
2023-03-18,26.99,19.85,2.47,2.03,94.88
2023-03-19,26.87,18.87,1.25,2.43,94.81
2023-03-20,26.62,17.62,1.33,3.05,94.76
2023-03-21,26.53,15.1,0.09,3.11,94.77
2023-03-22,26.62,11.75,0.02,2.15,94.82
2023-03-23,27.63,16.43,0.34,2.0,94.82
2023-03-24,27.99,18.39,2.44,1.42,94.86
2023-03-25,26.41,20.72,5.14,1.32,94.99
2023-03-26,27.18,19.66,2.49,1.62,94.96
2023-03-27,26.63,20.1,0.42,1.74,94.93
2023-03-28,28.72,19.38,0.9,1.81,94.89
2023-03-29,27.29,20.89,4.88,1.51,95.01
2023-03-30,27.87,19.38,3.28,1.34,94.92
2023-03-31,28.27,19.13,1.15,1.65,94.85
2023-04-01,27.73,18.82,1.29,1.99,94.88
2023-04-02,27.12,19.31,1.77,2.04,94.84
2023-04-03,25.4,20.07,3.47,1.37,94.88
2023-04-04,26.38,20.36,3.17,1.27,94.93
2023-04-05,27.9,19.39,0.18,1.44,94.88
2023-04-06,28.23,19.45,0.03,1.31,94.9
2023-04-07,28.59,17.12,0.01,2.73,95.05
2023-04-08,28.66,15.66,0.01,3.62,95.2
2023-04-09,28.58,15.07,0.03,2.75,95.19
2023-04-10,29.12,15.62,0.36,3.26,95.08
2023-04-11,28.94,15.46,0.49,2.85,95.09
2023-04-12,28.98,14.13,0.0,2.34,95.05
2023-04-13,29.8,9.95,0.0,2.3,95.03
2023-04-14,29.18,13.13,0.0,1.63,95.04
2023-04-15,29.73,13.9,0.0,2.33,94.92
2023-04-16,28.81,13.7,0.0,1.88,94.84
2023-04-17,29.26,14.09,0.0,1.81,94.84
2023-04-18,30.14,14.55,0.0,1.84,94.93
2023-04-19,30.1,15.78,0.0,1.82,94.78
2023-04-20,30.11,18.85,0.0,3.17,94.6
2023-04-21,29.94,19.0,0.28,3.09,94.57
2023-04-22,30.17,19.47,1.93,2.39,94.58
2023-04-23,29.75,20.47,1.45,2.16,94.62
2023-04-24,28.05,20.39,4.37,1.54,94.76
2023-04-25,27.95,20.23,5.01,1.75,94.84
2023-04-26,25.79,21.94,8.39,2.19,94.86
2023-04-27,27.34,20.97,6.87,2.21,94.87
2023-04-28,27.35,19.91,5.65,2.29,94.91
2023-04-29,26.89,21.75,18.81,1.76,94.86
2023-04-30,26.95,21.41,3.5,1.59,94.73
